id,question,answer,type
15,"求函数：
$$
f(r) = \sum_{i=1}^n \frac{(a_i + r)^2}{a_i + r + 1}
$$
的最大值，并求极限 $\lim_{r \to 0} f(r)$。","令 $r = 0$，则：
$$
f(0) = \sum_{i=1}^n \frac{a_i^2}{a_i + 1}.
$$
构造不等式：
$$
(a_i + r)^2 \leq (1 + \lambda)(a_i + r + 1),
$$
通过参数调整使总和达到最大值。设：
$$
\sum_{i=1}^n \frac{(a_i + r)^2}{a_i + r + 1} \leq \sum_{i=1}^n (a_i + r).
$$
当 $r \to 0$，极限为：
$$
\lim_{r \to 0} f(r) = \sum_{i=1}^n \frac{a_i^2}{a_i + 1}.
$$",不等式的解题方法与技巧
16,"设 \(a + b + c = 3\)，证明：
\[
\frac{(a+3)^2}{2a^2 + (3-a)^2} + \frac{(b+3)^2}{2b^2 + (3-b)^2} + \frac{(c+3)^2}{2c^2 + (3-c)^2} \leq 8.
\]","令：
\[
f(x) = \frac{(x+3)^2}{2x^2 + (3-x)^2} = \frac{x^2 + 6x + 9}{3x^2 - 6x + 9},
\]
分析其凹凸性或直接估计即可完成证明。",不等式的解题方法与技巧
17,"设 $a, b, c > 0$，且 $a + b + c = 1$，证明：
$$
\min\{a, b, c\} < a + b + c < \max\{a, b, c\}.
$$","显然 $a + b + c = 1$，只需证：
- 若 $\min\{a,b,c\} < \frac{1}{3}$，则结论成立；
- 若 $\max\{a,b,c\} > \frac{1}{3}$，亦然。

说明：该界是最佳的，因为存在边界情况使两边趋近于 $\frac{1}{3}$。",不等式的解题方法与技巧
18,"设 $a, b, c, d \in \mathbb{R}$，且 $a^2 + b^2 + c^2 + d^2 = 4$，证明：
$$
ab + bc + cd + da + abc + bcd + cda + dab \leq 8.
$$","注意到：
$$
(ab + bc + cd + da) + (abc + bcd + cda + dab) = \sum a(a^2 + bc),
$$
用柯西不等式处理即可。",不等式的解题方法与技巧
19,"设非负实数 $a_1, \dots, a_n$ 满足 $\sum a_i = 1$，且 $\sum b_i = 1$，证明：
$$
\frac{\sum a_i (a_i + b_i)}{\sum (a_i + b_i)} \leq n - 1.
$$","等价于：
$$
\sum a_i (a_i + b_i) \leq (n - 1)\sum (a_i + b_i).
$$
利用对称性和极值点分析可得最大值为 $n - 1$。",不等式的解题方法与技巧
20,"在 $\triangle ABC$ 中，边长为 $a, b, c$，证明：
$$
a^3 + b^3 + c^3 + 3abc \geq ab(a+b) + bc(b+c) + ca(c+a).
$$",使用 Schur 不等式变形即可。,不等式的解题方法与技巧
21,"(1) 设 \(a, b > 0\)，求表达式 \(S = a + b + \frac{4}{a} + \frac{9}{b}\) 的最小值。","由柯西不等式得：
\[
(a + b + \frac{4}{a} + \frac{9}{b}) \geq \left( \sqrt{a} + \sqrt{b} + \frac{2}{\sqrt{a}} + \frac{3}{\sqrt{b}} \right)^2 \geq (\sqrt{a} + \frac{2}{\sqrt{a}})^2 + (\sqrt{b} + \frac{3}{\sqrt{b}})^2.
\]
进一步分析可知，当 \(a = 2\), \(b = 3\) 时取到最小值：
\[
S_{\min} = 16.
\]",不等式的解题方法与技巧
22,"(2) 求表达式 \(T = \left( \sum_{i=1}^{n} a_i^3 \right)^{1/3} \left( \sum_{i=1}^{n} b_i^3 \right)^{1/3} \left( \sum_{i=1}^{n} c_i^3 \right)^{1/3}\) 的最小值（其中 \(a_i, b_i, c_i > 0\)）。","利用 Holder 不等式可得：
\[
T \geq \sum_{i=1}^{n} a_i b_i c_i.
\]
若 \(a_i = b_i = c_i = 1\)，则 \(T_{\min} = n\)。",不等式的解题方法与技巧
23,"设 $a, b, c \in \mathbb{R}^+$，求证：
$$
(a + b)(b + c)(c + a) \geq 8abc.
$$","由 AM-GM 不等式：
$$
a + b \geq 2\sqrt{ab},\quad b + c \geq 2\sqrt{bc},\quad c + a \geq 2\sqrt{ca},
$$
相乘得：
$$
(a + b)(b + c)(c + a) \geq 8\sqrt{a^2b^2c^2} = 8abc.
$$
等号成立当且仅当 $a = b = c$。",不等式的解题方法与技巧
24,"设 \(a, b, c > 0\)，求证：
\[
(a + 3)(b + 3)(c + 3) \geq (a + b + c + 3)^2.
\]","注意到 \((a - 1)^2 \geq 0\) 推出 \(a + 3 \geq 2a + 2\)，同理其他项。于是：
\[
(a + 3)(b + 3)(c + 3) \geq (a + 2)(b + 2)(c + 2).
\]
再用 Holder 不等式：
\[
(a + 2)(b + 2)(c + 2) \geq (a + b + c + 3)^2.
\]
命题得证。",不等式的解题方法与技巧
25,"对正实数 \(x_1, x_2, \dots, x_n\)，有：",\(\frac{x_1 + x_2 + \cdots + x_n}{n} \geq \sqrt[n]{x_1 x_2 \cdots x_n}\)，等号成立当且仅当 \(x_1 = x_2 = \cdots = x_n\)。,不等式的解题方法与技巧
26,若 \(f\) 是凸函数，则：,\(f\left( \frac{1}{n} \sum_{i=1}^{n} x_i \right) \leq \frac{1}{n} \sum_{i=1}^{n} f(x_i)\).,不等式的解题方法与技巧
27,在锐角 \(\triangle ABC\) 中，有：,\(\cot^2 A + \cot^2 B + \cot^2 C + 6 \cot A \cot B \cot C > \cot A + \cot B + \cot C\).,不等式的解题方法与技巧
28,"对任意 \(a, b, c \in (0, \pi)\)，有：",\(\frac{\sin a \sin(a - b) \sin(a - c)}{\sin(b + c)} + \frac{\sin b \sin(b - c) \sin(b - a)}{\sin(c + a)} + \frac{\sin c \sin(c - a) \sin(c - b)}{\sin(a + b)} \geq 0\).,不等式的解题方法与技巧
29,对任意 \(c > 0\)，存在正整数 \(n\) 和复数列 \(\{z_k\}_{k=1}^{n}\)，满足 \(|z_k| = 1\)，且：,\(\left| \sum_{k=1}^{n} z_k \right| < c\).,不等式的解题方法与技巧
30,"设 $0 \leq a_1 \leq a_2 \leq \cdots \leq a_n$，且 $b_1 \geq b_2 \geq \cdots \geq b_n \geq 0$，则：
$$
\sum_{i=1}^{n} a_i b_i \geq \sum_{i=1}^{n} a_i b_{\sigma(i)},
$$
其中 $\sigma$ 是任意排列，",顺序和最大，逆序和最小（排序不等式）。,不等式的解题方法与技巧
31,"设 $0 < a_1 \leq a_2 \leq \cdots \leq a_n$，$0 < b_1 \leq b_2 \leq \cdots \leq b_n$，则：
1. $\sum_{i=1}^{n} a_i b_i \leq \sum_{i=1}^{n} a_i b_{\sigma(i)}$，
2. $\sum_{i=1}^{n} a_i b_i \geq \sum_{i=1}^{n} a_i b_{\tau(i)}$，
其中 $\sigma$ 为顺序排列，$\tau$ 为逆序排列。",使用 Abel 分部求和公式结合 Cauchy-Schwarz 不等式即可完成。,不等式的解题方法与技巧
32,"将数字 $1, 2, \dots, 2007$ 任意排列成四个不同序列 $a_i, b_i, c_i, d_i$，问是否存在这样的四组数列使得：
$$
\sum_{i=1}^{2007} a_i b_i = 2 \sum_{i=1}^{2007} c_i d_i?
$$","**结论：** **不存在。**

**理由：**
- 左边最大值不超过 $\frac{2007 \cdot 2008 \cdot 4015}{6} = 2\,696\,779\,140$；
- 右边最小值至少为 $1 \cdot 2007 + 2 \cdot 2006 + \cdots + 2007 \cdot 1 = 1\,349\,397\,084$；
- 所以 $2 \times (\text{右边}) > \text{左边}$，矛盾。",不等式的解题方法与技巧
33,"设 $\{a_n\}$ 是正项数列，满足：
$$
\sum_{k=1}^{n} \frac{1}{k} \leq C < \infty,
$$
则存在常数 $M$，使得：
$$
\sum_{k=1}^{n} \frac{1}{\sqrt{k}} \leq M \sqrt{n}.
$$","利用 Abel 分部求和公式和积分比较法，得到：
$$
\sum_{k=1}^{n} \frac{1}{\sqrt{k}} \sim 2\sqrt{n} + \zeta\left(\frac{1}{2}\right) + o(1).
$$",不等式的解题方法与技巧
34,"设 $A = [a_{ij}]$ 是一个 $n \times n$ 矩阵，其中 $a_{ij} = \min(i,j)$，则：
$$
\sum_{i=1}^{n} \sum_{j=1}^{n} \min(i,j) = ?
$$","$$
\sum_{i=1}^{n} \sum_{j=1}^{n} \min(i,j) = \frac{n(n+1)(n+2)}{6}.
$$",不等式的解题方法与技巧
35,设 $a_1 \leq a_2 \leq \cdots \leq a_n$，$b_1 \leq b_2 \leq \cdots \leq b_n$，则有：,$\frac{1}{n} \sum_{k=1}^n a_k b_k \geq \left( \frac{1}{n} \sum_{k=1}^n a_k \right) \left( \frac{1}{n} \sum_{k=1}^n b_k \right)$,不等式的解题方法与技巧
36,已知 $a_k > 0$，$\sum_{k=1}^n a_k = 4$，求证：,$\sum_{k=1}^n \frac{1}{a_k} \geq n$,不等式的解题方法与技巧
37,设 $0^\circ < \alpha < 90^\circ$，求证：,"$2 < \sqrt{5 - 4\sin\alpha} + \sin\alpha < 7$

**证明**：令 $x = \sqrt{5 - 4\sin\alpha}$，因 $0 < \sin\alpha < 1$，故 $1 < x < \sqrt{5}$。
令 $y = x + \sin\alpha$，则：
$$
y = \sqrt{5 - 4\sin\alpha} + \sin\alpha
$$
分析函数单调性可得 $2 < y < 7$。",不等式的解题方法与技巧
38,"已知实数 $x, y$ 满足 $(x-2)^2 + (y-3)^2 = 4$，求证：
$$
19 < x^2 + y^2 + 12x + 6y < 99
$$","令 $x = 2 + 2\cos\theta$, $y = 3 + 2\sin\theta$，代入后得：
$$
x^2 + y^2 + 12x + 6y = 40\cos(\theta + \phi) + 59
$$
其中 $\tan\phi = \frac{3}{4}$。由于 $-1 \leq \cos(\theta + \phi) \leq 1$，所以：
$$
19 < 40\cos(\theta + \phi) + 59 < 99
$$",不等式的解题方法与技巧
39,"设 $a, b, c$ 是三角形三边长，求证：
$$
a^2(b - c) + b^2(c - a) + c^2(a - b) > 0
$$","令 $a = y+z$, $b = z+x$, $c = x+y$，其中 $x, y, z > 0$。代入后化简得：
$$
(x+y+z)(xy + yz + zx) > 0
$$
显然成立。",不等式的解题方法与技巧
40,"设 \(a, b, c, d \in \mathbb{R}^+\)，且 \(\frac{1}{1+a} + \frac{1}{1+b} + \frac{1}{1+c} + \frac{1}{1+d} = 1\)，求证：\[ abcd < 1 \]","令 \(a = \tan A\), \(b = \tan B\), \(c = \tan C\), \(d = \tan D\)，其中 \(A, B, C, D \in (0, \frac{\pi}{2})\)，且满足：\[\sin^2 A + \sin^2 B + \sin^2 C + \sin^2 D = 1\]利用均值不等式可得：\[\tan A \tan B \tan C \tan D < 1\]",不等式的解题方法与技巧
41,"设 $a, b, c > 0$，求表达式的最小值：
$$
\frac{a+3c}{a+2b+c} + \frac{4b}{a+b+2c} + \frac{8c}{a+b+3c}
$$","令 $x = a+2b+c$, $y = a+b+2c$, $z = a+b+3c$，解得：
$$
a = 2x - 2y + z,\quad b = y - x,\quad c = z - y
$$
代入原式并化简得：
$$
\frac{a+3c}{a+2b+c} + \frac{4b}{a+b+2c} + \frac{8c}{a+b+3c} = 17 + 12\sqrt{2}
$$
当 $a : b : c = 1 : (1+\sqrt{2}) : (4+3\sqrt{2})$ 时取等号。",不等式的解题方法与技巧
42,"设 \(a, b, c > 0\)，且 \(a + b + c = 1\)，求证：
\[
\sqrt{a + bc} + \sqrt{b + ca} + \sqrt{c + ab} \leq \sqrt{3}
\]","令 \(a = 1 - 2x^2 - 2y^2\), \(b = 2x^2\), \(c = 2y^2\)，代入后使用柯西不等式即可。",不等式的解题方法与技巧
43,"设 \(abc = 1\)，\(a, b, c > 0\)，求证：
\[
\frac{1}{1+2a} + \frac{1}{1+2b} + \frac{1}{1+2c} \geq 1
\]","令 \(a = \frac{yz}{x^2}\), \(b = \frac{zx}{y^2}\), \(c = \frac{xy}{z^2}\)，代入后使用 Cauchy 不等式即可。",不等式的解题方法与技巧
44,"设 \(x, y, z > 0\)，且 \(x + y + z = 1\)，求证：
\[
\frac{x}{\sqrt{y+z}} + \frac{y}{\sqrt{z+x}} + \frac{z}{\sqrt{x+y}} \leq \sqrt{2}
\]","由 Cauchy-Schwarz 不等式：
\[
\left( \sum \frac{x}{\sqrt{y+z}} \right)^2 \leq \left( \sum x \right) \left( \sum \frac{x}{y+z} \right)
\]
结合 \(x+y+z=1\) 得结论。",不等式的解题方法与技巧
45,"设 \(x, y, z > 0\)，则：
\[
\frac{x}{y+z} + \frac{y}{z+x} + \frac{z}{x+y} \geq \frac{3}{2}
\]","令 \(a = y+z\), \(b = z+x\), \(c = x+y\)，则原式变为：
\[
\frac{b+c-a}{2a} + \frac{c+a-b}{2b} + \frac{a+b-c}{2c} \geq \frac{3}{2}
\]
整理即得。",不等式的解题方法与技巧
46,"设 $x_1, x_2, x_3 > 0$，求证：
$$
x_1x_2x_3 \geq (x_1 + x_2 - x_3)(x_2 + x_3 - x_1)(x_3 + x_1 - x_2)
$$","令 $x_1 = a_2 + a_3$, $x_2 = a_3 + a_1$, $x_3 = a_1 + a_2$，代入后展开验证。",不等式的解题方法与技巧
47,"是否存在不同实数 $x_1, \dots, x_n$ 使得：
$$
\sum_{1 \leq i < j \leq n} \frac{1}{(x_i - x_j)^2} < 0.91
$$","令 $x_k = \tan \theta_k$，则条件转化为：
$$
|\theta_i - \theta_j| > \arctan(0.91)
$$
考虑单位圆上角间距，最大可能 $n < 10$，实际最大 $n = 9$。",不等式的解题方法与技巧
48,"设 $x, y, z > 0$，求证：
$$
\frac{x(y+z-x)^2}{(y+z)^2} + \frac{y(z+x-y)^2}{(z+x)^2} + \frac{z(x+y-z)^2}{(x+y)^2} \geq \frac{2xyz}{x+y+z}
$$","令 $a = y+z-x$, $b = z+x-y$, $c = x+y-z$，代入后使用 Cauchy 不等式。",不等式的解题方法与技巧
49,"设 \( a, b, c > 0 \)，求证：
\[
\frac{a}{b^2 + 8ca} + \frac{b}{c^2 + 8ab} + \frac{c}{a^2 + 8bc} \geq \frac{1}{3}
\]","令 \( S = \sum (a^2 + 8bc) \)，利用均值不等式：
\[
\sum \frac{a}{b^2 + 8ca} \geq \frac{(a+b+c)^2}{\sum (a^2 + 8bc)} \geq \frac{1}{3}
\]",不等式的解题方法与技巧
50,"已知非负实数 \(a, b, c\) 满足 \(a + b + c = 1\)，求证：
\[
(1 - a^2)^2 + (1 - b^2)^2 + (1 - c^2)^2 \geq \frac{1}{3}
\]","设 \(ab + bc + ca = m\)，\(abc = n\)，则有：
\[
(a - b)(b - c)(c - a) = a^3 - ma + n
\]
（注意：此式起到了降次作用。）

进一步推导得：
\[
\sum a^2 = (1 - m)^2 - 2m + 3n
\]
\[
\sum a^3 = (1 - m)(1 - 2m) - m + 4n
\]

于是：
\[
\sum (1 - a^2)^2 = 3 - 2(1 - 2m) + 2m^2 - 3m + 1 - m + 4n = 2m^2 + 4n + 2 \geq 2
\]

当且仅当两个变量为零时取等号，例如 \(a = b = 0\), \(c = 1\)。

又由恒等式：
\[
(1 + a)(1 + b)(1 + c) = 2 + m + n
\]
可得：
\[
2m^2 + 4n + 2 < 2 + m + n \Rightarrow 4n < m - 2m^2
\]

综上，不等式成立，且等号成立当且仅当 \(a = b = c = \frac{1}{3}\)。",不等式的解题方法与技巧
51,"设实数 \(x, y, z \neq 1\)，且 \(xyz = 1\)，求证：
\[
\frac{x^2}{(x-1)^2} + \frac{y^2}{(y-1)^2} + \frac{z^2}{(z-1)^2} \geq 1
\]","令 \(a = x - 1\), \(b = y - 1\), \(c = z - 1\)，则 \(xyz = 1\) 变为：
\[
(a+1)(b+1)(c+1) = 1 \Rightarrow ab + bc + ca + a + b + c = 0
\]

代入原式并化简后得：
\[
\sum \frac{(a+1)^2}{a^2} = \sum \left(1 + \frac{2}{a} + \frac{1}{a^2}\right)
= 3 + 2\sum \frac{1}{a} + \sum \frac{1}{a^2}
\]

利用恒等变换可得该式 \(\geq 1\)，且等号成立当且仅当 \(a = b = c = -1\)，即 \(x = y = z = 0\)。",不等式的解题方法与技巧
52,"存在无穷多组三元有理数组 \((x, y, z)\)，使得上述不等式等号成立。","构造如下：令 \(x = \frac{k}{k+1}, y = \frac{k+1}{k+2}, z = \frac{k+2}{k}\)，其中 \(k \in \mathbb{Q} \setminus \{0, -1\}\)，则 \(xyz = 1\)，且满足等号条件。",不等式的解题方法与技巧
53,"已知 $a, b, c \in \mathbb{R}^+$，求证：
$$
\frac{a}{b+c} + \frac{b}{c+a} + \frac{c}{a+b} \geq \frac{3}{2}
$$",这是著名的 Nesbitt 不等式，标准证法可用排序不等式或 Jensen 不等式。,不等式的解题方法与技巧
54,"已知 $a, b, c > 0$，且 $abc = 1$，求证：
$$
\frac{1}{1 + a + ab} + \frac{1}{1 + b + bc} + \frac{1}{1 + c + ca} = 1
$$","令 $a = \frac{x}{y}, b = \frac{y}{z}, c = \frac{z}{x}$，则 $abc = 1$ 自动满足，代入即可验证。",不等式的解题方法与技巧
55,"已知 $a, b, c > 0$，且 $abc = 1$，求证：
$$
\frac{a}{1 + b^3} + \frac{b}{1 + c^3} + \frac{c}{1 + a^3} \geq \frac{3}{2}
$$",使用 AM-GM 或 Holder 不等式可以完成证明。,不等式的解题方法与技巧
56,"求证：对任意实数 $x, y, z$，下列三个不等式不可能同时成立：
$$
|x| < |y - z|,\quad |y| < |z - x|,\quad |z| < |x - y|
$$","**反证法**：假设三式均成立，则：
$$
x^2 < (y - z)^2,\quad y^2 < (z - x)^2,\quad z^2 < (x - y)^2
$$
相加得：
$$
x^2 + y^2 + z^2 < (y - z)^2 + (z - x)^2 + (x - y)^2 = 2(x^2 + y^2 + z^2 - xy - yz - zx)
$$
移项得：
$$
x^2 + y^2 + z^2 < 2(x^2 + y^2 + z^2) - 2(xy + yz + zx)
\Rightarrow x^2 + y^2 + z^2 > 2(xy + yz + zx)
$$
但显然左边 ≤ 右边（由基本不等式），矛盾！故原命题成立。",不等式的解题方法与技巧
57,设 $(a + b)^2 + 3a + 2b = (c + d)^2 + 3c + 2d$，求证 $a = c$，$b = d$。,"**反证法**：若 $a + b \neq c + d$，不妨设 $a + b > c + d$，则：
$$
(a + b)^2 + 3a + 2b > (c + d)^2 + 3c + 2d
$$
与题设矛盾，故 $a + b = c + d$，再代入原式得 $a = c$，$b = d$。",不等式的解题方法与技巧
58,"已知序列 $a_1, a_2, \dots, a_n$ 满足：
$$
a_k(a_{k-1} - a_k + a_{k+1}) < 0,\quad k = 2,3,\dots,n-1
$$
求证：至少存在 3 个正数和 3 个负数。",**反证法**：假设至多有两个负数，则存在连续三项非负，导致乘积非负，与题设矛盾。,不等式的解题方法与技巧
59,"若 $x, y, z > 0$，则：$$\sqrt{x + y + z} \geq \sqrt{x} + \sqrt{y} + \sqrt{z}$$",反证法：假设存在正数使得不等式反向成立，最终推出矛盾。,不等式的解题方法与技巧
60,对任意实数 $x$，若 $\cos(a \sin x) > \sin(b \cos x)$ 恒成立，求证：$$a^2 + b^2 < \pi^2$$,反证法：存在 $x_0$ 使得 $\cos(a \sin x_0) = \sin(b \cos x_0)$，与题设矛盾。,不等式的解题方法与技巧
