id,question,answer,type
11,若方程 $ \sin^2 x + \cos x + a = 0 $ 有解，求实数 $ a $ 的取值范围。,"令 $ t = \cos x \in [-1, 1] $，则：
$$
\sin^2 x = 1 - t^2
$$
代入原方程得：
$$
1 - t^2 + t + a = 0 \Rightarrow t^2 - t - (1 + a) = 0
$$

要求该方程在 $ [-1, 1] $ 上有实根，判别式：
$$
\Delta = 1 + 4(1 + a) = 5 + 4a \geq 0 \Rightarrow a \geq -\frac{5}{4}
$$

同时，根需落在 $ [-1, 1] $ 内，经计算得：
$$
-\frac{5}{4} \leq a < 1
$$",三角函数
12,求函数 $ y = (a + \cos x)(a + \sin x) $ 的值域。,"展开：
$$
y = a^2 + a(\sin x + \cos x) + \sin x \cos x
$$
令 $ s = \sin x + \cos x $，则 $ s \in [-\sqrt{2}, \sqrt{2}] $，且：
$$
\sin x \cos x = \frac{s^2 - 1}{2}
$$
代入得：
$$
y = a^2 + as + \frac{s^2 - 1}{2} = \frac{1}{2}s^2 + as + a^2 - \frac{1}{2}
$$

这是一个关于 $ s $ 的二次函数，根据 $ a $ 的不同取值分类讨论，最终得出值域如下：

- 若 $ a \geq \sqrt{2} $，值域为 $ \left[\left(a + \frac{\sqrt{2}}{2}\right)^2, \left(a - \frac{\sqrt{2}}{2}\right)^2\right] $
- 若 $ -\sqrt{2} \leq a \leq \sqrt{2} $，值域为 $ \left[\frac{1}{2}(a^2 - 2a + 1), \frac{1}{2}(a^2 + 2a + 1)\right] $
- 若 $ a \leq -\sqrt{2} $，值域为 $ \left[\left(a - \frac{\sqrt{2}}{2}\right)^2, \left(a + \frac{\sqrt{2}}{2}\right)^2\right] $",三角函数
13,"设函数 $ f(x) $ 定义在 $ \mathbb{R} $ 上，满足：
$$
f(x + y) = 2f(x)f(y),\quad f(0) = 1,\quad f\left(\frac{\pi}{2}\right) = 0
$$

### (1) 求证：$ f(x) = f(-x) $；
### (2) 若 $ 0 < x < \frac{\pi}{2} $，且 $ f(x) > 0 $，证明 $ f(x) $ 在 $ [0, \frac{\pi}{2}] $ 上单调递减；
### (3) 说明 $ f(x) $ 的最小正周期为 $ 2\pi $。",**证明略（详见原文逻辑）。**,三角函数
14,"设 $ f(x) = \sin(ax + \frac{\pi}{6}) $

### (1) 求最小正周期；
### (2) 对任意正数 $ r $，是否存在长度为 1 的区间 $ [a, b] \subset [r, r+1] $，使得 $ f(a) = 1 $、$ f(b) = -1 $？","(1) 最小正周期为 $ \frac{2\pi}{|a|} $

(2) 若 $ a \geq \pi $，则在一个单位长度内无法完成完整周期，不可能同时取得最大值和最小值。
若 $ a < \pi $，则可能找到这样的区间。",三角函数
15,是否存在实数 $x$，使得 $\tan x + \sqrt{3}$ 与 $\cot x + \sqrt{3}$ 均为有理数？,"假设不存在这样的实数 $x$。
若存在既约分数 $\frac{p}{q}$，使得 $\tan x = \frac{p}{q} - \sqrt{3}$，同理存在既约分数 $\frac{r}{s}$，使得 $\cot x = \frac{r}{s} - \sqrt{3}$。
则：
$$
\tan x \cdot \cot x = 1 \Rightarrow \left(\frac{p}{q} - \sqrt{3}\right)\left(\frac{r}{s} - \sqrt{3}\right) = 1
$$
展开得：
$$
\frac{pr}{qs} - \frac{p\sqrt{3}}{q} - \frac{r\sqrt{3}}{s} + 3 = 1
\Rightarrow \frac{pr}{qs} + 2 = \sqrt{3}\left( \frac{p}{q} + \frac{r}{s} \right)
$$
两边均为有理数，但右边含无理数 $\sqrt{3}$，矛盾。
故假设不成立，**存在**满足条件的实数 $x$。",三角函数
16,"求实数 $a$ 的取值范围，使得对任意实数 $x$ 和任意 $\theta \in \left[0, \frac{\pi}{2}\right]$，恒有：
$$
(x + 3 + 2\sin\theta\cos\theta)^2 + (x + a\sin\theta + a\cos\theta)^2 \geq 1
$$","令 $u = \sin\theta + \cos\theta$，则 $u \in [1, \sqrt{2}]$，且 $2\sin\theta\cos\theta = u^2 - 1$。
设：
$$
f(x) = (x + u^2 + 2)^2 + (x + au)^2
= 2x^2 + 2(u^2 + 2 + au)x + (u^2 + 2)^2 + (au)^2
$$
该二次函数最小值在顶点处取得：
$$
f_{\min} = \frac{(u^2 + 2)^2 + (au)^2 - (u^2 + 2 + au)^2}{2}
$$
计算后要求其 $\geq 1$ 对所有 $u \in [1, \sqrt{2}]$ 成立。
通过讨论可得：当 $a \leq -\sqrt{2}$ 或 $a \geq \sqrt{2}$ 时不等式恒成立。",三角函数
17,已知 $x > y > z > 0$ 且 $x + y + z = \pi$，求乘积 $\cos x \sin y \cos z$ 的最大值和最小值。,"由条件 $x > y > z > 0$，且 $x + y + z = \pi$，利用积化和差公式：
$$
\cos x \sin y \cos z = \frac{1}{2} \cos x [\sin(y+z) + \sin(y-z)]
= \frac{1}{2} \cos x \sin(y-z) + \text{常数项}
$$
分析边界情况：当 $x = \frac{\pi}{2}, y = z = \frac{\pi}{4}$ 时取得最大值 $\frac{1}{2}$；
当 $z \to 0$, $y \to \frac{\pi}{2}, x \to \frac{\pi}{2}$ 时趋近于最小值 $0$。",三角函数
18,"函数 $F(x) = |\cos 2x + 2\sin x \cos x - \sin^2 x + ax + b|$ 在 $(0, 3\pi)$ 上的最大值记为 $M$，问 $a, b$ 取何值时 $M$ 最小？","注意到：
$$
\cos 2x + 2\sin x \cos x - \sin^2 x = \sqrt{2} \sin\left(2x + \frac{\pi}{4}\right)
$$
所以：
$$
F(x) = \left| \sqrt{2} \sin\left(2x + \frac{\pi}{4}\right) + ax + b \right|
$$
由于三角部分周期性，而一次项线性增长，除非 $a = b = 0$，否则最大值必大于 $\sqrt{2}$。
当 $a = b = 0$ 时，$M = \sqrt{2}$，为最小值。

**结论：** 当 $a = b = 0$ 时，$M_{\min} = \sqrt{2}$。",三角函数
19,"已知 $\theta_1 + \theta_2 + \cdots + \theta_n = \pi$，$\theta_i \in [0, \pi]$，求 $\sum_{i=1}^{n} \sin^2 \theta_i$ 的最大值。","利用恒等式：
$$
\sin^2 \theta_i = \frac{1 - \cos 2\theta_i}{2}
\Rightarrow \sum \sin^2 \theta_i = \frac{n}{2} - \frac{1}{2} \sum \cos 2\theta_i
$$
当某些角为零或相等时，$\sum \cos 2\theta_i$ 最小，从而 $\sum \sin^2 \theta_i$ 最大。
特别地，当 $n=3$ 时，最大值为 $\frac{3}{2}$；一般情形下，最大值为 $\frac{n}{2}$（当两个角为 $\frac{\pi}{2}$，其余为0）。",三角函数
20,求所有实数 $a$，使得数列 $a_n = \cos(2^n a)$ 中每一项都为负数。,"首先必须有 $\cos a < -\frac{1}{2}$，否则 $\cos 2a = 2\cos^2 a - 1 > 0$，矛盾。
进一步推导可知，若 $\cos a = -\frac{1}{2}$，则 $a = 2k\pi \pm \frac{2\pi}{3}, k \in \mathbb{Z}$，此时 $\cos(2^n a) = -\frac{1}{2}$ 恒成立。

最终答案：
$$
a = 2k\pi \pm \frac{2\pi}{3}, \quad k \in \mathbb{Z}
$$",三角函数
21,"函数 $y = \sin(x + \frac{\pi}{2})$ 的图像关于（ ）。
   A) 关于 $x$ 轴对称
   B) 关于 $y$ 轴对称
   C) 关于原点对称
   D) 关于直线 $x = -\frac{\pi}{2}$ 对称",B,三角函数
22,"曲线 $y = \sin x$ 关于直线 $x = \frac{\pi}{2}$ 对称的曲线是（ ）。
   A) $y = \sin x$
   B) $y = \cos x$
   C) $y = -\sin x$
   D) $y = -\cos x$",D,三角函数
23,"函数 $y = -3\cos(-2x + \frac{\pi}{3})$ 的图象可由 $y = -3\cos(-2x)$ 向（ ）平移得到。
   A) 左 $\frac{\pi}{6}$
   B) 右 $\frac{\pi}{6}$
   C) 左 $\frac{\pi}{3}$
   D) 右 $\frac{\pi}{3}$",A,三角函数
24,"若 $f(x) = \sin(x + \frac{\pi}{4}), g(x) = \cos(x - \frac{\pi}{4})$，则（ ）。
   A) 图像相同
   B) 关于 $x$ 轴对称
   C) 向左平移 $\frac{\pi}{2}$ 得到
   D) 向右平移 $\frac{\pi}{2}$ 得到",A,三角函数
25,"函数 $y = \log_2 (\sin x)$ 的单调递增区间是（ ）。
   A) $[2k\pi + \frac{\pi}{2}, 2k\pi + \pi], k \in \mathbb{Z}$
   B) $[2k\pi, 2k\pi + \frac{\pi}{2}], k \in \mathbb{Z}$
   C) $[2k\pi, 2k\pi + \frac{\pi}{4}], k \in \mathbb{Z}$
   D) $[2k\pi + \frac{\pi}{4}, 2k\pi + \frac{\pi}{2}], k \in \mathbb{Z}$",B,三角函数
26,"函数 $y = \sqrt{\cos(\sin x)}$ 的定义域是（ ）。
   A) $x \in \left[k\pi - \frac{\pi}{2}, k\pi + \frac{\pi}{2}\right], k \in \mathbb{Z}$
   B) $x \in [2k\pi, 2k\pi + \frac{\pi}{2}], k \in \mathbb{Z}$
   C) $x \in [k\pi - \frac{\pi}{2}, k\pi + \frac{\pi}{2}], k \in \mathbb{Z}$
   D) $\forall x \in \mathbb{R}$",D,三角函数
27,"存在 $x \in [0, 2\pi)$，使 $\sin x - \sqrt{5} \cos x = m$ 成立，则 $m$ 的取值范围是（ ）。
   A) $[-2, 2]$
   B) $(-\infty, 2]$
   C) $[-1, +\infty)$
   D) $(-\infty, -1] \cup [1, +\infty)$",A,三角函数
28,"已知 $f(-1) = 1$，$\tan \alpha = 3$，则 $f(2\sin\alpha \cos\alpha)$ 的值是（ ）。
   A) 1
   B) -1
   C) 3
   D) 8",A,三角函数
29,"函数 $f(x) = |x| + \sin x$ 在 $|x| < \frac{\pi}{2}$ 上的最小值是（ ）。
   A) 0
   B) 1
   C) -1
   D) $\frac{\pi}{2}$",A,三角函数
30,"下列四个命题中正确的是（ ）。
    A) 正切函数在整个定义域内是增函数
    B) 周期函数一定有最小正周期
    C) 函数 $y = 3\tan(\omega x)$ 的图像关于 $y$ 轴对称
    D) 若 $x$ 是第一象限角，则 $\sin x$ 是增函数，$\cos x$ 是减函数",D,三角函数
31,将 $y = \sin\left(-\frac{x}{2}\right)$ 的图像向右平移 $\frac{\pi}{2}$ 单位，所得函数为：,$y = \sin\left(-\frac{x - \pi}{2}\right) = \sin\left(-\frac{x}{2} + \frac{\pi}{2}\right)$,三角函数
32,$y = \sqrt{\cos x - 2\cos^2 x}$ 的定义域为：,"$\cos x - 2\cos^2 x \geq 0 \Rightarrow \cos x(1 - 2\cos x) \geq 0 \Rightarrow \cos x \in [0, \frac{1}{2}]$<br>所以 $x \in \bigcup_{k \in \mathbb{Z}} \left[2k\pi - \frac{\pi}{3}, 2k\pi + \frac{\pi}{3}\right]$。<br>值域：$\left[0, \frac{1}{2}\right]$",三角函数
33,函数 $y = \sin x (1 + \tan \frac{x}{2})$ 的最小正周期是：,$T = 2\pi$,三角函数
34,若 $f(x) = a\sin^2 x + b|\sin x \cos x| + 4$，且 $f(\sin 10^\circ) = 5$，则 $f(\cos 100^\circ) = ?$,注意 $\cos 100^\circ = -\sin 10^\circ$，且绝对值不变，故结果仍为 5。,三角函数
35,函数 $f(x) = \sqrt{\sin 2x} + \sqrt{3\cos 2x} - 1$ 的定义域为：,"$\sin 2x \geq 0$ 且 $\cos 2x \geq 0$，即 $2x \in [2k\pi, 2k\pi + \frac{\pi}{2}]$，所以：<br>$x \in \left[k\pi, k\pi + \frac{\pi}{4}\right]$",三角函数
36,函数 $y = \sin\left(2x + \frac{\pi}{3}\right)$ 的对称轴是：,$2x + \frac{\pi}{3} = \frac{\pi}{2} + k\pi \Rightarrow x = \frac{\pi}{12} + \frac{k\pi}{2}$,三角函数
37,函数 $y = \tan\left(\frac{\pi}{2}x + \frac{\pi}{4}\right)$ 的对称中心是：,$\frac{\pi}{2}x + \frac{\pi}{4} = \frac{k\pi}{2} \Rightarrow x = \frac{2k - 1}{2}$,三角函数
38,"给出四个判断：<br>① 图像关于 $x = \frac{\pi}{4}$ 对称；<br>② 关于点 $\left(\frac{\pi}{2}, 0\right)$ 对称；<br>③ 最小正周期为 $\pi$；<br>④ 在 $\left[-\frac{\pi}{4}, 0\right]$ 上单调递增。<br>正确命题组合：",①③ ⇒ ②④（或反之）,三角函数
39,"四个函数中，在 $(0, \frac{\pi}{2})$ 上是增函数的是：<br>- $y = \sin^2 x$ ✅<br>- $y = \sin |x|$ ✅<br>- $y = \tan(\cot x)$ ❌<br>- $y = |\sin x|$ ✅","答案：$\sin^2 x, \sin|x|, |\sin x|$",三角函数
40,(1) (2008年清华自主招生) 求 $\sin^4 10^\circ + \sin^4 50^\circ + \sin^4 70^\circ$,"$$
\begin{aligned}
&\sin^4 10^\circ + \sin^4 50^\circ + \sin^4 70^\circ \\
=& \frac{3}{8} - \frac{1}{4} (\cos 20^\circ + \cos 100^\circ + \cos 140^\circ) + \frac{1}{8} (\cos^2 20^\circ + \cos^2 100^\circ + \cos^2 140^\circ) \\
=& \frac{3}{8} - \frac{1}{4} (2 \cos 60^\circ \cos 40^\circ - \cos 40^\circ) + \frac{1}{8} \left( \frac{1 + \cos 40^\circ}{2} + \frac{1 + \cos 200^\circ}{2} + \frac{1 + \cos 280^\circ}{2} \right) \\
=& \frac{3}{8} - \frac{1}{4} (2 \cdot \frac{1}{2} \cos 40^\circ - \cos 40^\circ) + \frac{1}{8} \left( \frac{3}{2} + \frac{1}{2} (\cos 40^\circ + \cos 200^\circ + \cos 280^\circ) \right) \\
=& \frac{3}{8} + \frac{1}{8} \left( \frac{3}{2} + \frac{1}{2} (-\cos 40^\circ - \cos 40^\circ - \cos 40^\circ) \right) = \frac{3}{8} + \frac{1}{8} \left( \frac{3}{2} - \frac{3}{2} \cos 40^\circ \right) \\
=& \frac{3}{8} + \frac{3}{16} (1 - \cos 40^\circ) = \frac{3}{8} + \frac{3}{16} \cdot 2 \sin^2 20^\circ = \frac{3}{8} + \frac{3}{8} \sin^2 20^\circ
\end{aligned}
$$
最终结果为 $\frac{3}{4}$。",三角函数
41,(2) $\sin^2 a + \sin^2 \left(a + \frac{\pi}{3}\right) + \sin^2 \left(a - \frac{\pi}{3}\right)$,"$$
\begin{aligned}
&\sin^2 a + \sin^2 \left(a + \frac{\pi}{3}\right) + \sin^2 \left(a - \frac{\pi}{3}\right) \\
=& \frac{1 - \cos 2a}{2} + \frac{1 - \cos \left(2a + \frac{2\pi}{3}\right)}{2} + \frac{1 - \cos \left(2a - \frac{2\pi}{3}\right)}{2} \\
=& \frac{3}{2} - \frac{1}{2} \left[ \cos 2a + \cos \left(2a + \frac{2\pi}{3}\right) + \cos \left(2a - \frac{2\pi}{3}\right) \right] \\
=& \frac{3}{2} - \frac{1}{2} \cdot 3 \cos 2a = \frac{3}{2} - \frac{3}{2} \cos 2a = \frac{3}{2} (1 - \cos 2a) = 3 \sin^2 a
\end{aligned}
$$
但更简洁地可得：$\frac{3}{2}$（因为三项平均值恒为 $\frac{1}{2}$）。",三角函数
42,"(3) 设点 $A(\cos \alpha, \sin \alpha)$、$B(\cos(\alpha + \beta), \sin(\alpha + \beta))$、$C(\cos(\alpha - \beta), \sin(\alpha - \beta))$，且满足 $\vec{OA} + \vec{OB} + \vec{OC} = \vec{0}$，求证：$x_1^2 + x_2^2 + x_3^2 = y_1^2 + y_2^2 + y_3^2 = 3$。",此即单位圆上三点构成等边三角形，重心在原点 ⇒ 外心也在原点 ⇒ 等边三角形 ⇒ 各坐标平方和相等。,三角函数
43,(1) (2009年清华自主招生) 若 \( z = \frac{2 + 2e^{i\theta} + e^{i2\theta}}{|2 + 2e^{i\theta} + e^{i2\theta}|} \)，求其模长。,分子为 \( 2 + 2\cos 2\theta + i \cdot 2\sin 2\theta + \cos 2\theta + i \sin 2\theta = (2 + 3\cos 2\theta) + i(2\sin 2\theta + \sin 2\theta) \)。模长计算略，结果为 \( |z| = 1 \)。,三角函数
44,(2) (2011卓越联盟) 若 \( \sin 2(\alpha + \beta) = n \sin 2\beta \)，求 \( \frac{\tan(\alpha + \beta + \gamma)}{\tan(\alpha - \beta + \gamma)} \) 的值。,"利用积化和差后得：\[ \frac{\tan(\alpha + \beta + \gamma)}{\tan(\alpha - \beta + \gamma)} = \frac{n + 1}{n - 1}, \quad \text{当 } n \neq 1 \text{ 且 } \sin(\alpha - \beta) \neq 0 \]",三角函数
45,(3) (2008南大) 求 \( (1 + \tan 1^\circ)(1 + \tan 2^\circ)\cdots(1 + \tan 45^\circ) \),配对技巧：\[ (1 + \tan k^\circ)(1 + \tan (45^\circ - k^\circ)) = 2 \Rightarrow \text{共 } 22 \text{ 对} + 1 \text{ 项} = 2^{22} \cdot 2 = 2^{23} \],三角函数
46,**(1)** $\sin^2 10^\circ + \cos^2 40^\circ + \sin 10^\circ \cos 40^\circ$,"**解法一（直接展开）：**
$$
= \sin^2 10^\circ + \cos^2(30^\circ + 10^\circ) + \sin 10^\circ \cos(30^\circ + 10^\circ)
= \frac{3}{4}
$$",三角函数
47,**(2)** $\sin^2 80^\circ - \sin^2 40^\circ + \sqrt{3} \sin 40^\circ \cos 80^\circ$,"**解法一：**
$$
= \frac{3}{4}
$$",三角函数
48,**(3)** $\sin^2 20^\circ - \sin 5^\circ (\sin 5^\circ + \cos 20^\circ)$,"**解：**
$$
= \sin^2 20^\circ - \sin^2 5^\circ - \sin 5^\circ \cos 20^\circ = \frac{\sqrt{3}}{4}
$$",三角函数
49,不查表求 $(1 + \cos \frac{\pi}{7})(1 + \cos \frac{3\pi}{7})(1 + \cos \frac{5\pi}{7})$,$$ = \frac{1}{8} $$,三角函数
50,前两道题均使用二倍角公式降幂，再结合和差化积。,在处理高次幂时优先考虑降次公式；遇到乘积形式考虑配对或转化为和差。,三角函数
51,第三题需注意配对思想：$(1 + \tan a)(1 + \tan (45^\circ - a)) = 2$。,利用配对思想解决该问题。,三角函数
52,有些题目看似复杂，实则可用统一结构（如 $\sin^2 A + \sin^2 B - 2\sin A \sin B \cos C = \sin^2 C$）套用。,通过识别并应用统一结构来简化问题。,三角函数
