id,question,answer,type
11,设四边形 $ABCD$ 内切圆圆心为 $O$，$AC$ 中点为 $M$，$BD$ 中点为 $N$。求证：$O$ 在直线 $MN$ 上。,"作 $XY \perp OF$，交 $AB$ 于 $X$，交 $CD$ 于 $Y$。
由角度关系得：
$$
\angle AOD = \angle AXY = \angle DYX = 90^\circ + \frac{1}{2}\angle AED
\Rightarrow \triangle AOD \sim \triangle AXO \sim \triangle DOY
\Rightarrow \frac{OX}{OY} = \frac{AX}{DY}
$$
同理 $\frac{BX}{CY} = \frac{OX}{OY}$，故：
$$
\frac{AX}{XB} = \frac{CY}{YD} \Rightarrow MN \text{ 过 } O
$$",平面几何
12,设四边形 $ABCD$ 中，$AB$ 延长线与 $DC$ 相交于 $E$，$AD$ 延长线与 $BC$ 相交于 $F$，$AC$ 中点为 $M$，$BD$ 中点为 $N$。求证：$MN$ 经过 $EF$ 中点。,"延长 $MN$ 交 $EF$ 于 $P$，取 $EC$ 中点 $Q$，则：
$$
\frac{MP}{EF} = \frac{MQ}{ED} = \frac{AC}{2ED}
\Rightarrow MP : EF = AC : BD
\Rightarrow P \text{ 为 } EF \text{ 中点}
$$",平面几何
13,"在圆内接四边形 $ABCD$ 中，$F$、$G$ 分别为 $AC$、$BD$ 的中点。若 $\angle B$ 与 $CD$ 平分线交点在 $AC$ 上，则：
$$
AC + BD = \sqrt{AG^2 + BF^2 + OG^2 + DF^2}
$$
逆命题是否成立？",不成立,平面几何
14,设 $D$ 为 $BC$ 中点，$\triangle ABD$、$\triangle ACD$ 的外心分别为 $E$、$F$，直线 $BE$、$CF$ 交于 $G$，已知 $BC = 2DG = 2008$，$EF = 1255$，求 $\triangle AEF$ 的面积。,$\boxed{1255}$,平面几何
15,"如图2-8，$A_1, B_1, C_1$ 分别是 $\triangle ABC$ 的边 $BC, CA, AB$ 上的任意一点，$G_A, G_B, G_C$ 分别为 $\triangle AB_1C_1, \triangle BC_1A_1, \triangle CA_1B_1$ 的重心。求证：直线 $AG_A, BG_B, CG_C$ 三线共点。","由角元塞瓦定理知，$AG_A, BG_B, CG_C$ 三线共点的充要条件为：
$$
\frac{\sin \angle G_AAC}{\sin \angle G_ABC} \cdot \frac{\sin \angle G_CBC}{\sin \angle G_CBA} \cdot \frac{\sin \angle G_BAB}{\sin \angle G_BAC} = 1.
$$

注意到 $G_A$ 是 $\triangle AB_1C_1$ 的重心，因此有：
$$
S_{\triangle AB_1G_A} = S_{\triangle AC_1G_A},
$$
即：
$$
\frac{1}{2} AB_1 \cdot AG_A \cdot \sin \angle B_1AG_A = \frac{1}{2} AC_1 \cdot AG_A \cdot \sin \angle C_1AG_A,
$$
从而可得：
$$
\frac{\sin \angle B_1AG_A}{\sin \angle C_1AG_A} = \frac{AC_1}{AB_1}.
$$

同理可得：
$$
\frac{\sin \angle C_1BG_B}{\sin \angle A_1BG_B} = \frac{BA_1}{BC_1}, \quad
\frac{\sin \angle A_1CG_C}{\sin \angle B_1CG_C} = \frac{CB_1}{CA_1}.
$$

代入原式得：
$$
\frac{AB_1}{AC_1} \cdot \frac{BC_1}{BA_1} \cdot \frac{CA_1}{CB_1} = 1,
$$
这正是塞瓦定理的形式，等价于 $AA_1, BB_1, CC_1$ 三线共点。

此题完美结合了塞瓦定理的边元形式与角元形式，使用自然且清晰。",平面几何
16,"如图2-9，$P$ 是 $\triangle ABC$ 内一点，满足：
$$
\angle PAB = 10^\circ,\quad \angle PBA = 20^\circ,\quad \angle PCA = 30^\circ,\quad \angle PAC = 40^\circ.
$$
求证：$\triangle ABC$ 是等腰三角形。","设 $\angle ACB = x$，则：
$$
\angle PCB = x - 30^\circ.
$$

在 $\triangle APB$ 和 $\triangle APC$ 中应用角元塞瓦定理：
$$
\frac{\sin \angle APB}{\sin \angle BPC} \cdot \frac{\sin \angle PCB}{\sin \angle CAB} \cdot \frac{\sin \angle BAP}{\sin \angle PCA} = 1.
$$

代入数值：
$$
\frac{\sin 150^\circ}{\sin (x - 30^\circ)} \cdot \frac{\sin 50^\circ}{\sin x} \cdot \frac{\sin 10^\circ}{\sin 30^\circ} = 1.
$$

利用 $\sin 150^\circ = \frac{1}{2}$，化简得：
$$
\frac{\sin (x - 30^\circ)}{\sin x} = \frac{\sin 10^\circ}{\sin 50^\circ}.
$$

进一步推导可得：
$$
\cot x = \cot 50^\circ \Rightarrow x = 50^\circ.
$$

又因为 $\angle BAC = 10^\circ + 40^\circ = 50^\circ = x = \angle ACB$，所以 $\triangle ABC$ 是等腰三角形。",平面几何
17,"如图2-10，在四边形 $ABCD$ 中，已知：
$$
\angle CAB = 30^\circ,\quad \angle ABD = 26^\circ,\quad \angle ACD = 13^\circ,\quad \angle DBC = 51^\circ.
$$
求 $\angle ADB = x$ 的度数。","对 $\triangle ABC$ 和点 $D$ 应用角元塞瓦定理：
$$
\frac{\sin \angle DCA}{\sin \angle CBA} \cdot \frac{\sin \angle ABD}{\sin \angle ADC} = 1.
$$

代入数据：
$$
\frac{\sin 13^\circ}{\sin 77^\circ} \cdot \frac{\sin 26^\circ}{\sin (x + 43^\circ)} = 1.
$$

整理得：
$$
\sin(x + 43^\circ) = \frac{\sin 13^\circ \cdot \sin 77^\circ}{\sin 26^\circ}.
$$

计算后得 $x = 107^\circ$。",平面几何
18,"若 $P$ 为 $\triangle ABC$ 的外心 $O$，则有如下向量恒等式：
$$
\sin 2A \cdot \vec{OA} + \sin 2B \cdot \vec{OB} + \sin 2C \cdot \vec{OC} = \vec{0}.
$$","### 证明概要：
设 $AO$ 交 $BC$ 于 $D$，交外接圆于 $A'$，连接 $CO$ 交 $AB$ 于 $F$。
利用共边定理及正弦定理可得：
$$
\frac{BD}{DC} = \frac{\sin 2C}{\sin 2B},\quad \frac{AF}{FB} = \frac{\sin 2B}{\sin 2A}.
$$

再结合梅涅劳斯定理和向量加法，最终推出：
$$
\frac{\sin 2A}{\sin 2B + \sin 2C} \cdot \vec{OD} = \vec{OP},
$$
并由此推导出原式成立。",平面几何
19,"设 $O, I$ 分别为 $\triangle ABC$ 的外心和内心，$P$ 是平面上任意一点，从 $P$ 向三边作垂线，垂足分别为 $D, E, F$，其中线段方向规定如下：
- $AB$ 上：正方向 $A \to B$
- $BC$ 上：正方向 $B \to C$
- $CA$ 上：正方向 $C \to A$

则当且仅当 $P$ 在直线 $OI$ 上时，以下等式成立：
$$
AF + BD + CE = FB + DC + EA.
$$",此即为 $P$ 点轨迹：直线 $OI$。,平面几何
20,"设两条平行线距离为 $a$，正方形 $ABCD$ 边长也为 $a$，放置在两平行线之间，使其两边分别与两线相交于 $E, F$。设 $\triangle AEF$ 和 $\triangle CGH$ 的周长分别为 $m_1, m_2$。

则无论怎样放置正方形，总有：
$$
m_1 + m_2 = 2a.
$$","- $O$ 是两个三角形的旁心；
- 两个旁切圆同心；
- 设切点 $P, Q, M, N$，易证 $PQ = MN = a$；
- 利用旁心性质 $AP = AM$, $CQ = CN$，得：
$$
m_1 + m_2 = 2(AP + CQ) = 2(MN) = 2a.
$$",平面几何
21,"设 $O$ 为锐角 $\triangle ABC$ 的外心，以三边中点 $A', B', C'$ 为圆心作过 $O$ 的圆，两两异于 $O$ 的交点为 $K, L, M$。则点 $O$ 是 $\triangle KLM$ 的外心。","### 证明要点：
- $B'C'$ 垂直平分 $OK$，交点为 $K'$；
- 类似定义 $L', M'$；
- 易证 $\triangle A'B'C'$ 与 $\triangle K'L'M'$ 相似，位似中心为 $O$；
- 又因 $O$ 是 $\triangle A'B'C'$ 的垂心，故也是 $\triangle KLM$ 的外心。",平面几何
22,"设 $AD$ 是 $\triangle ABC$ 的高，$P$ 在 $AD$ 上，作 $PE \perp AC$，$PF \perp AB$，设 $O_1, O_2$ 分别为 $\triangle ABF, \triangle ACE$ 的外心。求证：$O_1O_2$ 过 $P$，且 $P$ 是 $\triangle ABC$ 的垂心。","### 核心步骤：
- $O_1$ 为 $BP$ 中点，$O_2$ 为 $CP$ 中点；
- 若 $O_1, O_2, E, F$ 四点共圆，则 $P$ 必为垂心；
- 通过角度关系（如 $\angle O_1O_2E + \angle O_2FE = 180^\circ$）验证共圆；
- 结合对称性与角度转换完成充分必要性证明。",平面几何
23,设 $A$ 在 $\triangle ABC$ 外接圆上的切线上，以 $A$ 为圆心、$AC$ 为半径作圆交 $AB$ 于 $D$，交切线于 $F$。求证：$DE$ 过内心，$DF$ 过一个旁心。,"### 证明要点：
- $AD = AC$ ⇒ $\angle DAC = \angle DCA$；
- $D, E, C$ 共圆 ⇒ $\angle IAC = \angle IEC$；
- 推出 $A, I, C, E$ 四点共圆 ⇒ $I$ 为内心；
- 对 $DF$：延长交外角平分线于 $I_1$，证其为旁心。",平面几何
24,"设 $AA_1, BB_1$ 为角平分线，$I, O$ 分别为内心、外心，连 $IO$ 分别交 $AC, BC$ 于 $P, Q$。

求证：
1. $\angle C = 60^\circ$；
2. $PQ = AP + BQ$。","- $A, I, B, C$ 四点共圆 ⇒ $\angle AIB = 120^\circ$；
- 得 $\angle C = 60^\circ$；
- 计算 $\angle PAH = \angle PHA = 30^\circ$ ⇒ $AP = PH$；
- 同理 $BQ = QH$ ⇒ $PQ = AP + BQ$。",平面几何
25,"设 $\triangle DEF$ 是 $\triangle ABC$ 的内切圆切点三角形，$G$ 为其重心，$R, r$ 分别为外接圆与内切圆半径。

求证：
$$
\frac{OG}{r} = \frac{R}{r} - 1.
$$","### 关键结论：
- $G$ 是 $\triangle DEF$ 的重心，$\triangle A'B'C'$ 与 $\triangle ABC$ 相似；
- $OT$ 连线与 $BC$ 成相同角 ⇒ $O, T, H$ 共线；
- 由欧拉公式 $OM = \frac{2}{3} R$，得结果。",平面几何
26,"设 $BC > AC > AB$，点 $E$ 在 $AC$ 上，点 $D$ 在 $BC$ 上，满足 $AE = BD$，且 $CD + CE = AB$，$BE$ 交 $AD$ 于 $K$。

求证：$KH = 2IO$，其中 $I, O$ 为内心、外心，$G$ 为重心。","### 解法要点：
- 设 $M, N$ 为 $BC, AC$ 中点；
- 利用比例关系得 $KG = 2IG$；
- 结合位似变换（$AM \parallel BL$）得出 $K, G, I$ 共线且 $KG = 2IG$。",平面几何
27,设 $I$ 为 $\triangle ABC$ 内心，$D$ 为 $BC$ 中点，$AD$ 交外接圆于 $T$，延长 $PI$ 交圆于 $S$，求证：$MP \cdot MT = NP \cdot NT$。,"- 构造等腰梯形 $PCMN$；
- 由内心性质推出 $IM = CM$, $IN = BN$；
- 得平行四边形 $MINP$，从而 $IT$ 平分 $MN$；
- 使用面积法或正弦定理完成比例推导。",平面几何
28,"设 $\angle ACB = \alpha$（固定），点 $C$ 在圆弧上移动，$E, F$ 分别为 $AC, BC$ 上满足特定角度条件的点，$ED, EF$ 分别交 $AT, BT$ 于 $M, N$。",线段 $MN$ 长度恒定，且 $\triangle AMN$ 的外接圆过定点 $O$（即 $AB$ 为直径的圆心）。公式表达：$$ MN = AB \cdot \sin \alpha \quad (\text{常数}) \\ \angle MON = 2\angle MAN = 2\angle MBN $$,平面几何
29,"设 $AE > EC$，延长 $AE$ 至 $F$ 使 $\angle EAC = \angle CAF$，连 $BF$ 交圆于 $G$，$ED$ 交 $CF$ 于 $H$，$O$ 为 $\triangle DEF$ 的外心。证明 $A, C, O$ 三点共线。","设 $\odot(AEF)$ 交 $AC$ 延长线于 $O'$，则 $O'$ 在 $\angle EAF$ 的平分线上；利用角度计算得 $\angle EDB = \frac{1}{2}\angle EOF$；进一步推出 $OD = OE = OF$，故 $O$ 与 $O'$ 重合 ⇒ $A, C, O$ 共线。",平面几何
30,在 $\triangle ABC$ 中，$AB > BC$，外接圆上点 $A$ 处的切线交直线 $AC$ 于点 $P$，点 $D$ 是点 $A$ 关于点 $P$ 的对称点，点 $E$ 是点 $C$ 关于直线 $BP$ 的对称点。求证：四边形 $ABED$ 是圆内接四边形。,利用切割线定理得 $\frac{PA}{PD} = \frac{PD}{PC}$，结合角度关系可得 $\angle BAD + \angle BED = 180^\circ$，故四点共圆。,平面几何
31,圆 $\omega$ 与 $\triangle ABC$ 的外接圆相切于点 $A$，直线 $AB$ 交 $\omega$ 于点 $K$，$BC$ 交 $\omega$ 于点 $L$。过点 $C$ 作圆 $\omega$ 的切线交 $AB$ 于点 $T$。求证：线段 $BT$ 的长度等于点 $B$ 到圆 $\omega$ 的切线长。,构造公切线 $DE$，利用相似三角形及圆幂关系推导出 $BT^2 = BK \cdot BA$。,平面几何
32,圆内接四边形 $ABCD$ 中，$AD = AB$。求证：$AB^2 + BC \cdot CD = AC^2$。,将 $\triangle ACD$ 绕点 $A$ 旋转使 $AD$ 与 $AB$ 重合，利用圆幂定理得 $AC^2 - AB^2 = BE \cdot BC$，从而得出结论。,平面几何
33,"设 $\odot O_1$ 与 $\odot O_2$ 相交于点 $C, D$，过点 $C$ 的一条直线分别交 $\odot O_1$、$\odot O_2$ 于点 $A, B$。点 $P$ 在 $\odot O_1$ 的弧 $AD$ 上，$PD$ 与 $AC$ 延长线交于点 $M$；点 $Q$ 在 $\odot O_2$ 的弧 $BD$ 上，$QD$ 与 $BC$ 延长线交于点 $N$。若 $O$ 是 $\triangle ABC$ 的外心，求证：$OD \perp MN$ 的充要条件是 $P, Q, M, N$ 四点共圆。","通过圆幂表达式比较 $MO^2 - R^2$ 与 $NO^2 - R^2$，最终转化为 $P, Q, M, N$ 共圆的条件。",平面几何
34,"从半圆上的点 $C$ 向直径 $AB$ 引垂线，垂足为 $D$。作圆 $O$ 分别切 $BC, CD, DB$ 于点 $E, F, G$。求证：$AC = AG$。",利用几何对称性和圆幂关系，结合角度相等推出 $AC$ 是 $\triangle CEF$ 外接圆的切线，进而得到 $AC^2 = AE \cdot AG$，从而 $AC = AG$。,平面几何
35,"设 $D, E$ 分别在 $\triangle ABC$ 的边 $AB, AC$ 上。求证：以 $BD, CE$ 为直径的两圆的根轴必过 $\triangle ABC$ 的重心。",利用圆幂定义计算两点对两圆的幂，发现其差值恒为零，说明重心在根轴上。,平面几何
36,"两个半径不等的圆 $O_1, O_2$ 相交于 $M, N$，且分别与圆 $O$ 内切于点 $S, T$。求证：$OM \perp MN$ 的充要条件是 $S, N, T$ 三点共线。",使用根轴定理和切线性质，结合角度关系推出五点共圆，进而转化条件。,平面几何
37,"设 $O, I$ 分别为 $\triangle ABC$ 的外心和内心，内切圆与边 $BC, CA, AB$ 分别切于点 $D, E, F$。直线 $FD$ 与 $CA$ 交于点 $P$，直线 $DE$ 与 $AB$ 交于点 $Q$。设 $M, N$ 分别为 $PE, QF$ 的中点。求证：$OI \perp MN$。","应用梅涅劳斯定理和圆幂关系，得出点 $M, N$ 到外接圆和内切圆的幂相等，因此它们位于同一条根轴上，从而 $OI \perp MN$。",平面几何
38,"以 $\odot O$ 为圆心的圆过 $\triangle ABC$ 的顶点 $A, C$，并与边 $AB, BC$ 分别交于点 $K, N$。$\triangle ABC$ 和 $\triangle BKN$ 的外接圆交于点 $B, M$。求证：$OM \perp AB$。",设三圆根轴交于点 $P$，利用圆幂关系得出 $BM \cdot BP = BN \cdot BC$，进一步推出 $\angle BMO = 90^\circ$。,平面几何
39,"设 $\odot O_1, \odot O_2$ 相离，引一条外公切线切 $\odot O_1$ 于 $A$，切 $\odot O_2$ 于 $B$；再引一条内公切线切 $\odot O_1$ 于 $C$，切 $\odot O_2$ 于 $D$。求证：直线 $AB$ 和 $CD$ 的交点在两圆的连心线上。",设交点为 $P$，利用圆幂关系说明 $P$ 在两圆的根轴上，而连心线也是根轴，故交点在此线上。,平面几何
40,"已知六边形 $AC_1BA_2CB_1$ 中，满足：
$$
AC_1 = AB,\quad BC_1 = BA_1,\quad CA_1 = CB_1,\quad \angle A + \angle B + \angle C = \angle A_1 + \angle B_1 + \angle C_1.
$$
求证：$\triangle ABC$ 的面积是六边形 $AC_1BA_2CB_1$ 面积的一半。","如图6-1，将 $\triangle ABC$ 绕点 $A$ 旋转至 $\triangle A_1BC_1$，则：
$$
\angle AC_1B + \angle BA_1C + \angle CB_1A = 360^\circ,
$$
又因 $\angle AC_1B + \angle BA_1C + \angle AC_1A_1 = 360^\circ$，故 $\angle AC_1B = \angle AC_1A_1$。
由 $AC_1 = AB$，$CA_1 = CB_1$，得 $\triangle AC_1A_1 \cong \triangle AB_1C$，
从而 $\triangle ABC$ 与 $\triangle A_1BC_1$ 全等，面积相等。
因此：
$$
S_{\triangle ABC} = \frac{1}{2} S_{\text{六边形}}.
$$",平面几何
41,设 $P$ 是平行四边形 $ABCD$ 内一点，且 $\angle PAB = \angle PCB$。求证：$\angle PBA = \angle PDA$。,"将 $\triangle ABP$ 平移至 $\triangle DCP'$，则四边形 $APP'D$ 和 $BPP'C$ 均为平行四边形。
由 $\angle PAB = \angle PCB$ 得 $\angle 1 = \angle 2$，进而 $\angle 3 = \angle 4$，所以四边形 $PDP'C$ 内接于圆，
从而 $\angle PBA = \angle PDA$。",平面几何
42,设 $\triangle DEF$ 的三个顶点分别在 $\triangle ABC$ 的三边上，称为内接三角形。求证：在锐角三角形的所有内接三角形中，垂足三角形的周长最短。,"连续作关于各边的反射变换，最终得到折线路径 $EE'$，其长度等于 $2(DE + EF + FD)$。当 $\triangle DEF$ 为垂足三角形时，折线上六点共线，取最小值，即：
$$
\min(\text{周长}) = 2 \times (\text{垂足三角形周长}).
$$",平面几何
43,"已知点 $A, B, C$ 在平面上，构造正定向等边三角形 $ABD$, $ABE$, $ACF$, $ADG$, $AEH$, $AGI$。求证：点 $I$ 是线段 $AI$ 的中点。","绕点 $A$ 顺时针旋转 $60^\circ$ 将 $\triangle ADF$ 映射为 $\triangle CGF$，同理将 $\triangle AHG$ 映射为 $\triangle FEL$。由旋转性质及角度关系得 $AE = AD = CG = ET$，且夹角均为 $120^\circ$，故 $A, E, L, T$ 共线，从而 $I$ 是 $AT$ 中点。",平面几何
44,"设以 $B_0, B_1$ 为焦点的椭圆与 $\triangle AB_0B_1$ 的边交于某点 $P_0$，并依次构造圆弧交于 $Q_0, Q_1, P_1, P_2$ 等点。求证：点 $P_0, Q_0, Q_1, P_1$ 四点共圆。","设 $O_0$ 为从 $P_0$ 到 $P_1$ 的旋转变换中心，旋转角为 $\angle B_0P_0Q_0 + \angle Q_0P_1B_1$，同理得另一旋转中心 $O'$，二者均位于 $\angle AB_0B_1$ 的角平分线上，故 $P_0, Q_0, Q_1, P_1$ 四点共圆。",平面几何
45,"已知圆 $O$ 过 $\triangle ABC$ 的顶点 $A, C$，并与边 $AB, BC$ 分别交于点 $K, N$，$\triangle ABC$ 与 $\triangle KBN$ 的外接圆交于点 $M$。求证：$\angle OMB = 90^\circ$。","设过点 $O$ 且垂直于 $BM$ 的直线为 $l$，以 $l$ 为轴作反射变换 $S_l$，则 $K \to K'$，$C \to C'$，且 $CC' \parallel KK' \parallel BM$。由角度关系可得 $C', K', M$ 三点共线，故 $M$ 在 $l$ 上，即 $\angle OMB = 90^\circ$。",平面几何
46,"在 $\triangle ABC$ 中，$AB = AC$，点 $D, E$ 分别在 $AB, AC$ 上，满足 $ED \parallel BN$，$EF \parallel ED$，其中 $BN$ 是 $\angle ABC$ 的平分线。求证：$BE + AF = AE + FD$。","作向量平移变换，使 $FD \to FD'$，则 $EDFD'$ 为平行四边形。由角度计算得 $\angle EOF = \angle B + \angle C$，且 $OE = OB$，故 $E, O, D'$ 共线，从而 $FD = ED'$，即 $BE + AF = AE + FD$。",平面几何
47,已知 $AC = \sqrt{2}$，求函数 $f(P) = PA + BC + PC + AB + PD \cdot CA$ 的最小值。,"由托勒密不等式，对平面上任意点 $P$，有：
$$
PA \cdot BC + PC \cdot AB > PB \cdot AC
$$
令：
$$
f(P) = PA + BC + PC + AB + PD \cdot CA = (PB + PD) \cdot CA
$$
由于 $PB + PD \geq BD$，当且仅当 $P$ 在 $BD$ 上时取等号。
因此，当 $P$ 为 $\triangle ABC$ 外接圆与 $BD$ 的交点时，$f(P)$ 取最小值：
$$
f(P)_{\min} = AC + BD
$$
此时 $P, A, B, C$ 四点共圆。",平面几何
